N,scorer,selected_score_mean,selected_imagined_score_mean,selected_real_utility_mean,oracle_real_utility_mean,generated_future_diversity,upper_tail_rank_correlation,imagined_real_tail_gap,oracle_gap,exact_law_prediction_error,high_n_regret,deployment_gate,gate_reason,seed,experiment,generator,denoising_steps
4,raw,1.0550152212381363,1.0550152212381363,0.30074422620236874,0.49715666969617206,0.8211779728531837,0.0,0.7542709950357676,0.19641244349380332,0.31698304760043566,0.0,collect_pilot_labels,pilot_labels_needed,0,repair,optimistic,8
8,raw,1.1602828949689865,1.1602828949689865,0.4277569316327572,0.7531320831427971,0.7811700532833736,0.04166666666666666,0.6957277345160643,0.32537515151003993,0.22362392443977028,0.0,collect_pilot_labels,pilot_labels_needed,0,repair,optimistic,8
16,raw,1.2481060574452083,1.2481060574452083,0.5784240749975046,0.9105312656611204,0.7489773198962212,0.16925563385947406,0.6133583914488554,0.3321071906636158,0.170455509948912,0.0,collect_pilot_labels,pilot_labels_needed,0,repair,optimistic,8
32,raw,1.3266784995794296,1.3266784995794296,0.5858376895387968,0.9549766913987696,0.7453004737695057,0.24034983440363714,0.6557117203095307,0.36913900185997284,0.17711423118083527,0.0,collect_pilot_labels,pilot_labels_needed,0,repair,optimistic,8
64,raw,1.3757780243953068,1.3757780243953068,0.5037656898299853,0.9954514508135617,0.7480394452810287,0.249660150317629,0.6534491898880029,0.4916857609835764,0.09210248921755802,0.08207199970881152,collect_pilot_labels,pilot_labels_needed,0,repair,optimistic,8
1,calibrated,-1.4134072664069632,0.4989919600387414,-0.08760244836836743,-0.08760244836836743,0.0,0.0,-1.3258048180385957,0.0,0.5167691093192085,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
2,calibrated,-0.8119714381049077,0.797141266365846,0.2299864056209723,0.2462624857823054,0.9472311748812595,0.0,-1.04195784372588,0.016276080161333084,0.40034152523390176,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
4,calibrated,-0.3745578380130851,0.9296722933650017,0.38306051430602867,0.49715666969617206,0.8211779728531837,0.0,-0.7576183523191139,0.1140961553901434,0.2864847077497408,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
8,calibrated,-0.21329792629927394,0.902142291267713,0.5582814800242583,0.7531320831427971,0.7811700532833736,0.2083333333333333,-0.8215005514910444,0.19485060311853886,0.28160218434908973,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
16,calibrated,0.01492676789717129,0.9883789842327436,0.750900554160277,0.9105312656611204,0.7489773198962212,0.48333333333333334,-0.865713361329011,0.1596307115008434,0.12586873872628587,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
32,calibrated,0.13839950295320405,1.0000649020075798,0.8336954222371181,0.9549766913987696,0.7453004737695057,0.574404761904762,-0.8188073336575569,0.1212812691616515,0.08727536734861972,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
64,calibrated,0.37972165604432423,0.9615344119568666,0.8383635636419058,0.9954514508135617,0.7480394452810287,0.5109848710393816,-0.8318425502893904,0.1570878871716559,0.04124275725282972,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
1,uncertainty_aware,-2.2442442117320995,0.4989919600387414,-0.08760244836836743,-0.08760244836836743,0.0,0.0,-2.1566417633637323,0.0,0.5167691093192085,0.0,stop_early,high_n_regret_detected,0,repair,optimistic,8
2,uncertainty_aware,-1.6451761045555273,0.802311860024929,0.23289609079559645,0.2462624857823054,0.9472311748812595,0.0,-1.878072195351124,0.01336639498670894,0.4040735709438638,0.0,stop_early,high_n_regret_detected,0,repair,optimistic,8
4,uncertainty_aware,-1.238560315435752,0.964507964750131,0.39244225807487965,0.49715666969617206,0.8211779728531837,0.0,-1.6310025735106317,0.10471441162129241,0.3144531506903883,0.0,stop_early,high_n_regret_detected,0,repair,optimistic,8
8,uncertainty_aware,-1.0608166529921192,0.9851691722869873,0.5816782402495543,0.7531320831427971,0.7811700532833736,0.45833333333333326,-1.687165405364552,0.17145384289324284,0.27928792205756664,0.0,stop_early,high_n_regret_detected,0,repair,optimistic,8
16,uncertainty_aware,-0.7909756253054366,1.0323169579108555,0.8601433963825306,0.9105312656611204,0.7489773198962212,0.7416666666666666,-1.7011912959596762,0.05038786927858985,0.10162041660594612,0.0,stop_early,high_n_regret_detected,0,repair,optimistic,8
32,uncertainty_aware,-0.6746395330006877,1.0538330699006717,0.8958263651778301,0.9549766913987696,0.7453004737695057,0.6775793650793651,-1.6894640191233095,0.05915032622093952,0.09537605244218043,0.0,stop_early,high_n_regret_detected,0,repair,optimistic,8
64,uncertainty_aware,-0.5106319636603197,1.0422230623662472,0.8527726586908102,0.9954514508135617,0.7480394452810287,0.6642156862745098,-1.6930679766629328,0.14267879212275147,0.03702306577233125,0.043053706487019894,stop_early,high_n_regret_detected,0,repair,optimistic,8
1,consistency_aware,-1.5789532843170067,0.4989919600387414,-0.08760244836836743,-0.08760244836836743,0.0,0.0,-1.4913508359486392,0.0,0.5167691093192085,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
2,consistency_aware,-0.9486558123926322,0.8102860872944196,0.22788726910948753,0.2462624857823054,0.9472311748812595,0.0,-1.1765430815021196,0.018375216672817857,0.4054379828098493,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
4,consistency_aware,-0.48941057378115743,1.0127226958672206,0.34361609754463035,0.49715666969617206,0.8211779728531837,0.0,-0.8330266713257878,0.1535405721515417,0.2780915388509522,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
8,consistency_aware,-0.37165765633651365,1.001108614106973,0.5675061233341694,0.7531320831427971,0.7811700532833736,0.29166666666666663,-0.9816430068419626,0.18562595980862773,0.2794540006733815,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
16,consistency_aware,-0.16919489965929344,1.0918469429016113,0.6462015211582184,0.9105312656611204,0.7489773198962212,0.3206079476942106,-0.9887965278517611,0.26432974450290203,0.21425777937825452,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
32,consistency_aware,-0.04931795846205204,1.1740468094746273,0.8019496183842421,0.9549766913987696,0.7453004737695057,0.39384920634920634,-0.9391428286161196,0.15302707301452756,0.125091835108555,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
64,consistency_aware,0.12628725490222378,1.1391764891644318,0.7973019871860743,0.9954514508135617,0.7480394452810287,0.36250507668755483,-0.9262915327274822,0.19814946362748742,0.0570767388177263,0.004647631198167801,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
1,random,-0.005826001797932347,0.4989919600387414,-0.08760244836836743,-0.08760244836836743,0.0,0.0,0.08177644657043509,0.0,0.5167691093192085,0.0,block_high_n,tail_rank_failure,0,repair,optimistic,8
2,random,0.481814070424645,0.6132322258005539,0.001533528013775746,0.2462624857823054,0.9472311748812595,0.0,0.4802805424108693,0.24472895776852965,0.5782458290891542,0.0,block_high_n,tail_rank_failure,0,repair,optimistic,8
4,random,0.8915661723569702,0.737368411074082,0.06502715063591798,0.49715666969617206,0.8211779728531837,0.0,0.8265390217210523,0.4321295190602541,0.5548656928315425,0.0,block_high_n,tail_rank_failure,0,repair,optimistic,8
8,random,1.2881350625579622,0.4706349785750111,0.13177281365885088,0.7531320831427971,0.7811700532833736,0.16666666666666663,1.0228011790348095,0.6213592694839463,0.46677391756699826,0.0,block_high_n,tail_rank_failure,0,repair,optimistic,8
16,random,1.8031574580985226,0.6937389779001629,0.23110441056390604,0.9105312656611204,0.7489773198962212,0.11531435283193016,1.0436743423282784,0.6794268550972143,0.5336091447558999,0.0,block_high_n,tail_rank_failure,0,repair,optimistic,8
32,random,2.064062173503117,0.7525024628266692,0.21235378117611012,0.9549766913987696,0.7453004737695057,0.1270317005236665,1.1552706031975328,0.7426229102226595,0.4055181005825002,0.018750629387795925,block_high_n,tail_rank_failure,0,repair,optimistic,8
64,random,2.304987998057467,0.6257510023812453,-0.0367367808551838,0.9954514508135617,0.7480394452810287,-0.026137158878303767,1.230034144120859,1.0321882316687454,0.17179989832612907,0.26784119141908985,block_high_n,tail_rank_failure,0,repair,optimistic,8
1,oracle,-0.08760244836836743,0.4989919600387414,-0.08760244836836743,-0.08760244836836743,0.0,0.0,0.0,0.0,0.5167691093192085,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
2,oracle,0.2462624857823054,0.7760556135326624,0.2462624857823054,0.2462624857823054,0.9472311748812595,0.0,0.0,0.0,0.41133027170512665,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
4,oracle,0.49715666969617206,0.9344255694498619,0.49715666969617206,0.49715666969617206,0.8211779728531837,0.0,0.0,0.0,0.24226100393615965,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
8,oracle,0.7531320831427971,0.9642038587480783,0.7531320831427971,0.7531320831427971,0.7811700532833736,0.9999999999999999,0.0,0.0,0.13953024999725033,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
16,oracle,0.9105312656611204,1.0727998067935307,0.9105312656611204,0.9105312656611204,0.7489773198962212,1.0,0.0,0.0,0.06627143837502421,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
32,oracle,0.9549766913987696,1.0506171646217506,0.9549766913987696,0.9549766913987696,0.7453004737695057,1.0,0.0,0.0,0.04796842680204997,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
64,oracle,0.9954514508135617,1.0278605769077938,0.9954514508135617,0.9954514508135617,0.7480394452810287,1.0,0.0,0.0,0.027281901985582124,0.0,allow_high_n,utility_improves_with_confidence,0,repair,optimistic,8
1,raw,0.5521453561959788,0.5521453561959788,-0.22105125027398267,-0.22105125027398267,0.0,0.0,0.7731966064699615,0.0,0.5465871891422012,0.0,collect_pilot_labels,pilot_labels_needed,1,repair,optimistic,8
2,raw,0.8694935077801347,0.8694935077801347,0.09837685090800126,0.19794154788057008,0.8718607032671569,0.0,0.7711166568721334,0.09956469697256883,0.4348694709058627,0.0,collect_pilot_labels,pilot_labels_needed,1,repair,optimistic,8
4,raw,1.0571465541919072,1.0571465541919072,0.38052847717578214,0.5876695107047757,0.7675939559936523,0.0,0.6766180770161251,0.20714103352899355,0.40459936270833685,0.0,collect_pilot_labels,pilot_labels_needed,1,repair,optimistic,8
8,raw,1.180920680363973,1.180920680363973,0.3730261436042686,0.8494483872006336,0.7890824618438881,-9.25185853854297e-18,0.7211947242418925,0.47642224359636504,0.37624820810777604,0.007502333571513531,collect_pilot_labels,pilot_labels_needed,1,repair,optimistic,8
16,raw,1.2933767934640248,1.2933767934640248,0.5066914142419895,0.9116123548398415,0.779787988960743,0.27635231383473646,0.7528708864701912,0.404920940597852,0.2758072507596716,0.0,collect_pilot_labels,pilot_labels_needed,1,repair,optimistic,8
32,raw,1.3423574070135753,1.3423574070135753,0.5089874447633823,0.9481309914651016,0.7641385714213053,0.3103638421548976,0.7949003580045731,0.4391435467017193,0.22579043141246977,0.0,collect_pilot_labels,pilot_labels_needed,1,repair,optimistic,8
64,raw,1.3958935489257176,1.3958935489257176,0.29233836382627487,0.9929172725727161,0.7684255078434944,0.273387329286472,0.8367326465910688,0.7005789087464412,0.15129368151322367,0.21664908093710744,collect_pilot_labels,pilot_labels_needed,1,repair,optimistic,8
1,calibrated,-2.3451564289210363,0.5521453561959788,-0.22105125027398267,-0.22105125027398267,0.0,0.0,-2.1241051786470537,0.0,0.5465871891422012,0.0,stop_early,high_n_regret_detected,1,repair,optimistic,8
2,calibrated,-1.355318163599198,0.8413222869082043,0.19176859284440675,0.19794154788057008,0.8718607032671569,0.0,-1.5470867564436048,0.00617295503616333,0.4391587258177232,0.0,stop_early,high_n_regret_detected,1,repair,optimistic,8
4,calibrated,-0.7191543678597858,0.9385124755402406,0.4622106780298054,0.5876695107047757,0.7675939559936523,0.0,-1.1813650458895912,0.12545883267497027,0.33156603113947686,0.0,stop_early,high_n_regret_detected,1,repair,optimistic,8
8,calibrated,-0.3018600782938301,0.9959536149787406,0.7860443644846479,0.8494483872006336,0.7890824618438881,0.6666666666666666,-1.163136844652084,0.06340402271598577,0.2498290804382397,0.0,stop_early,high_n_regret_detected,1,repair,optimistic,8
16,calibrated,-0.19919905369014787,1.0177590548992157,0.7792333366038898,0.9116123548398415,0.779787988960743,0.44166666666666665,-1.2185498713701963,0.13237901823595166,0.1734587487593339,0.006811027880758047,stop_early,high_n_regret_detected,1,repair,optimistic,8
32,calibrated,0.28311956115222225,0.9922385569661856,0.736375998162354,0.9481309914651016,0.7641385714213053,0.29960317460317465,-1.2112153437401867,0.2117549933027476,0.15191612943953245,0.04966836632229388,stop_early,high_n_regret_detected,1,repair,optimistic,8
64,calibrated,0.47580888681579386,0.9800186473876238,0.7690040573943406,0.9929172725727161,0.7684255078434944,0.38615196078431374,-1.1874577456048183,0.22391321517837548,0.07967592640939584,0.01704030709030724,stop_early,high_n_regret_detected,1,repair,optimistic,8
1,uncertainty_aware,-3.0738527311338113,0.5521453561959788,-0.22105125027398267,-0.22105125027398267,0.0,0.0,-2.8528014808598283,0.0,0.5465871891422012,0.0,stop_early,high_n_regret_detected,1,repair,optimistic,8
2,uncertainty_aware,-2.1173349188175052,0.8413222869082043,0.19176859284440675,0.19794154788057008,0.8718607032671569,0.0,-2.309103511661912,0.00617295503616333,0.43853256364483784,0.0,stop_early,high_n_regret_detected,1,repair,optimistic,8
4,uncertainty_aware,-1.5122619602518776,0.9683555451532205,0.4573262226767838,0.5876695107047757,0.7675939559936523,0.0,-1.9695881829286617,0.1303432880279919,0.32938444850802134,0.0,stop_early,high_n_regret_detected,1,repair,optimistic,8
8,uncertainty_aware,-1.0654346306761726,1.000323017903914,0.7825239788119992,0.8494483872006336,0.7890824618438881,0.4166666666666666,-1.931909598314669,0.06692440838863445,0.2136223873136088,0.0,stop_early,high_n_regret_detected,1,repair,optimistic,8
16,uncertainty_aware,-0.9693089191460361,1.1045584628979366,0.8311871204835674,0.9116123548398415,0.779787988960743,0.4166666666666667,-2.000342850530675,0.08042523435627413,0.14601754025662608,0.0,stop_early,high_n_regret_detected,1,repair,optimistic,8
32,uncertainty_aware,-0.6130424724472686,1.0472120599200327,0.7535516216885298,0.9481309914651016,0.7641385714213053,0.4047619047619047,-2.003622813814436,0.19457936977657175,0.14347588271904632,0.0776354987950375,stop_early,high_n_regret_detected,1,repair,optimistic,8
64,uncertainty_aware,-0.4413689295668155,1.0910811784366767,0.7956959821749479,0.9929172725727161,0.7684255078434944,0.4774509803921569,-1.9959215833872441,0.19722129039776826,0.0739545101588407,0.035491138308619496,stop_early,high_n_regret_detected,1,repair,optimistic,8
1,consistency_aware,-2.172713411874138,0.5521453561959788,-0.22105125027398267,-0.22105125027398267,0.0,0.0,-1.9516621616001553,0.0,0.5465871891422012,0.0,stop_early,high_n_regret_detected,1,repair,optimistic,8
2,consistency_aware,-1.2966873916021238,0.8481537317081044,0.11139869814117749,0.19794154788057008,0.8718607032671569,0.0,-1.4080860897433014,0.0865428497393926,0.45225969865016086,0.0,stop_early,high_n_regret_detected,1,repair,optimistic,8
4,consistency_aware,-0.7736581204878167,0.9717995139459769,0.3203701356736322,0.5876695107047757,0.7675939559936523,0.0,-1.094028256161449,0.2672993750311435,0.3889876325449304,0.0,stop_early,high_n_regret_detected,1,repair,optimistic,8
8,consistency_aware,-0.416044324808754,1.0840640539924304,0.6551971946222087,0.8494483872006336,0.7890824618438881,0.5416666666666666,-1.1143032710479261,0.19425119257842494,0.3453541845707871,0.0,stop_early,high_n_regret_detected,1,repair,optimistic,8
16,consistency_aware,-0.32207765487798806,1.170502483844757,0.8154507757474979,0.9116123548398415,0.779787988960743,0.45833333333333326,-1.157855476595384,0.09616157909234357,0.1898300675541553,0.0,stop_early,high_n_regret_detected,1,repair,optimistic,8
32,consistency_aware,0.044805091183322134,1.1037745904177427,0.7372611505755534,0.9481309914651016,0.7641385714213053,0.3319199434779261,-1.1336517509171973,0.2108698408895482,0.14082269294388786,0.0781896251719445,stop_early,high_n_regret_detected,1,repair,optimistic,8
64,consistency_aware,0.21248784868046636,1.0943883080035448,0.7555645212996751,0.9929172725727161,0.7684255078434944,0.39557343530349215,-1.1409560099656424,0.237352751273041,0.07159645175506447,0.059886254447822806,stop_early,high_n_regret_detected,1,repair,optimistic,8
1,random,-0.0054736896276888075,0.5521453561959788,-0.22105125027398267,-0.22105125027398267,0.0,0.0,0.21557756064629388,0.0,0.5465871891422012,0.0,collect_pilot_labels,pilot_labels_needed,1,repair,optimistic,8
2,random,0.3937258254289225,0.5469259709352627,-0.20248275715857744,0.19794154788057008,0.8718607032671569,0.0,0.5962085825875,0.4004243050391475,0.5718867686936827,0.0,collect_pilot_labels,pilot_labels_needed,1,repair,optimistic,8
4,random,0.8277175859623475,0.6252713945383827,-0.22471658109376827,0.5876695107047757,0.7675939559936523,0.0,1.0524341670561157,0.8123860917985439,0.6077785541219844,0.022233823935190827,collect_pilot_labels,pilot_labels_needed,1,repair,optimistic,8
8,random,1.3208396615217977,0.448772633021387,-0.24421768573423228,0.8494483872006336,0.7890824618438881,-0.29166666666666663,1.242289997911959,1.093666072934866,0.674056600940481,0.041734928575654834,collect_pilot_labels,pilot_labels_needed,1,repair,optimistic,8
16,random,1.7852359100067858,0.6361600727153321,-0.033021940073619284,0.9116123548398415,0.779787988960743,0.11592205366862286,1.2679100840883486,0.9446342949134607,0.5715885526022432,0.0,collect_pilot_labels,pilot_labels_needed,1,repair,optimistic,8
32,random,2.0342686620649464,0.6001710939841965,0.11604611001287897,0.9481309914651016,0.7641385714213053,0.06245915726606951,1.3248189831234924,0.8320848814522226,0.45999368383819245,0.0,collect_pilot_labels,pilot_labels_needed,1,repair,optimistic,8
64,random,2.2632801047583886,0.6448591361598423,0.029700035927817225,0.9929172725727161,0.7684255078434944,-0.04287412492380257,1.3333288359648616,0.9632172366448989,0.27077436612274625,0.08634607408506174,collect_pilot_labels,pilot_labels_needed,1,repair,optimistic,8
1,oracle,-0.22105125027398267,0.5521453561959788,-0.22105125027398267,-0.22105125027398267,0.0,0.0,0.0,0.0,0.5465871891422012,0.0,allow_high_n,utility_improves_with_confidence,1,repair,optimistic,8
2,oracle,0.19794154788057008,0.7825445640676966,0.19794154788057008,0.19794154788057008,0.8718607032671569,0.0,0.0,0.0,0.4243339578531824,0.0,allow_high_n,utility_improves_with_confidence,1,repair,optimistic,8
4,oracle,0.5876695107047757,0.9309933766101798,0.5876695107047757,0.5876695107047757,0.7675939559936523,0.0,0.0,0.0,0.28062379337859306,0.0,allow_high_n,utility_improves_with_confidence,1,repair,optimistic,8
8,oracle,0.8494483872006336,0.9786297149645785,0.8494483872006336,0.8494483872006336,0.7890824618438881,0.9999999999999999,0.0,0.0,0.1781114259851809,0.0,allow_high_n,utility_improves_with_confidence,1,repair,optimistic,8
16,oracle,0.9116123548398415,1.0000567217357457,0.9116123548398415,0.9116123548398415,0.779787988960743,1.0,0.0,0.0,0.09884345606394503,0.0,allow_high_n,utility_improves_with_confidence,1,repair,optimistic,8
32,oracle,0.9481309914651016,0.9773879589823385,0.9481309914651016,0.9481309914651016,0.7641385714213053,1.0,0.0,0.0,0.04867112310445695,0.0,allow_high_n,utility_improves_with_confidence,1,repair,optimistic,8
64,oracle,0.9929172725727161,1.0179248458395402,0.9929172725727161,0.9929172725727161,0.7684255078434944,1.0,0.0,0.0,0.029307994459524516,0.0,allow_high_n,utility_improves_with_confidence,1,repair,optimistic,8
1,raw,0.6938586936642727,0.6938586936642727,0.08969510439783335,0.08969510439783335,0.0,0.0,0.6041635892664393,0.0,0.6305423323747542,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
2,raw,0.8598110297073921,0.8598110297073921,0.2759814557308952,0.4300001719966531,0.6838675564775863,0.0,0.5838295739764968,0.15401871626575786,0.5395463901129572,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
4,raw,1.0583086647093296,1.0583086647093296,0.5606268138314286,0.7638883652786413,0.7606262444208065,0.0,0.4976818508779009,0.2032615514472127,0.3817359486472522,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
8,raw,1.1754081149895985,1.1754081149895985,0.6345228056112925,0.8808144852519035,0.7356463042398295,0.3333333333333333,0.4255931321531534,0.24629167964061105,0.26558340253951546,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
16,raw,1.250725766023,1.250725766023,0.6319973394274712,0.9797247608657926,0.7422004183133444,0.14031435283193017,0.4219385903949539,0.34772742143832147,0.2208505089578208,0.0025254661838213233,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
32,raw,1.3218180189530055,1.3218180189530055,0.7663666382431984,1.0210286537961413,0.740584336966276,0.17238708233444253,0.4373065974699178,0.2546620155529429,0.11342014737499544,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
64,raw,1.3719153106212616,1.3719153106212616,0.8148600111405054,1.0483134035021067,0.7407095342874527,0.3762003342259614,0.4507203050258492,0.23345339236160123,0.057731878206232434,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
1,calibrated,-1.880157128131638,0.6938586936642727,0.08969510439783335,0.08969510439783335,0.0,0.0,-1.9698522325294714,0.0,0.6305423323747542,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
2,calibrated,-1.23673075033507,0.7493542457620302,0.3404819443821907,0.4300001719966531,0.6838675564775863,0.0,-1.5772126947172609,0.08951822761446238,0.40528919939511177,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
4,calibrated,-0.3360402888944372,0.8906585350632668,0.6667669356490175,0.7638883652786413,0.7606262444208065,0.0,-1.0028072245434547,0.09712142962962389,0.19957556634403076,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
8,calibrated,-0.11272980507773651,0.9514833663900694,0.7678588624112308,0.8808144852519035,0.7356463042398295,0.16666666666666666,-0.9795924578110377,0.11295562284067273,0.15267131544627002,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
16,calibrated,0.26798592257468656,0.9477758494516214,0.8018575489986688,0.9797247608657926,0.7422004183133444,0.32499999999999996,-0.8870661097047075,0.17786721186712384,0.15761593153545864,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
32,calibrated,0.58536800157434,0.9751329186062018,0.8292729574410865,1.0210286537961413,0.740584336966276,0.38392857142857145,-0.9508302601248335,0.19175569635505474,0.10617703950142625,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
64,calibrated,0.7084222531023746,0.9854052600761255,0.8457100243928531,1.0483134035021067,0.7407095342874527,0.3829270993485152,-0.9583354677764874,0.20260337910925352,0.05690153013898125,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
1,uncertainty_aware,-2.5813851569158337,0.6938586936642727,0.08969510439783335,0.08969510439783335,0.0,0.0,-2.671080261313667,0.0,0.6305423323747542,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
2,uncertainty_aware,-1.9807205365799987,0.7493542457620302,0.3404819443821907,0.4300001719966531,0.6838675564775863,0.0,-2.321202480962189,0.08951822761446238,0.4091021977151256,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
4,uncertainty_aware,-1.1665101549231138,0.9019664029280344,0.6707957551504174,0.7638883652786413,0.7606262444208065,0.0,-1.8373059100735312,0.0930926101282239,0.20156771194972614,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
8,uncertainty_aware,-0.9472775951695317,1.0223751726249855,0.7877489249221981,0.8808144852519035,0.7356463042398295,0.5833333333333333,-1.7908117633576814,0.09306556032970548,0.13819053488310404,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
16,uncertainty_aware,-0.6122817466439059,0.9945580201844374,0.8541475539871802,0.9797247608657926,0.7422004183133444,0.49166666666666664,-1.729470577991645,0.1255772068786124,0.14722062942575942,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
32,uncertainty_aware,-0.3278296205898126,1.036003449310859,0.8731467716861516,1.0210286537961413,0.740584336966276,0.5555555555555556,-1.7600625249508692,0.14788188210998965,0.10904988235312607,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
64,uncertainty_aware,-0.23384750722131378,1.0587919640044372,0.8827030477890124,1.0483134035021067,0.7407095342874527,0.5282104505434457,-1.7666308499220273,0.16561035571309424,0.05707862736997351,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
1,consistency_aware,-1.7896909771176677,0.6938586936642727,0.08969510439783335,0.08969510439783335,0.0,0.0,-1.879386081515501,0.0,0.6305423323747542,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
2,consistency_aware,-1.2952783848904075,0.7816947661340237,0.3877201524252693,0.4300001719966531,0.6838675564775863,0.0,-1.6829985373156766,0.042280019571383776,0.3968913698478425,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
4,consistency_aware,-0.5305431057838723,0.9010057225823402,0.6673009361450871,0.7638883652786413,0.7606262444208065,0.0,-1.1978440419289593,0.09658742913355423,0.2143547498915467,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
8,consistency_aware,-0.32103721258230505,0.9932404222587744,0.7698128243597845,0.8808144852519035,0.7356463042398295,0.33333333333333326,-1.1718648747098632,0.11100166089211905,0.16589168923894074,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
16,consistency_aware,-0.018492217978152137,0.9698669997354349,0.7900861780314395,0.9797247608657926,0.7422004183133444,0.1333333333333333,-1.1287657213657318,0.1896385828343531,0.16054345238164333,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
32,consistency_aware,0.2531213565838213,1.0416226697464783,0.8172278169852992,1.0210286537961413,0.740584336966276,0.3250348574902387,-1.165986941534599,0.20380083681084205,0.10572367996259419,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
64,consistency_aware,0.3969114056788385,1.0729137199620407,0.8387392711204787,1.0483134035021067,0.7407095342874527,0.3737009380402423,-1.163676943138368,0.20957413238162792,0.0614940096826504,0.0,allow_high_n,utility_improves_with_confidence,2,repair,optimistic,8
1,random,-0.09356193462341132,0.6938586936642727,0.08969510439783335,0.08969510439783335,0.0,0.0,-0.18325703902124466,0.0,0.6305423323747542,0.0,block_high_n,tail_rank_failure,2,repair,optimistic,8
2,random,0.36095620591489513,0.7086286859897276,0.11378374385337035,0.4300001719966531,0.6838675564775863,0.0,0.24717246206152485,0.3162164281432827,0.706977142807693,0.0,block_high_n,tail_rank_failure,2,repair,optimistic,8
4,random,0.8122790511064234,0.6344610036661228,0.30390272739653784,0.7638883652786413,0.7606262444208065,0.0,0.5083763237098856,0.4599856378821035,0.519981958444944,0.0,block_high_n,tail_rank_failure,2,repair,optimistic,8
8,random,1.3149314001568364,0.7522313896333799,0.47807525501896936,0.8808144852519035,0.7356463042398295,0.4166666666666666,0.7481972833811031,0.4027392302329342,0.4631739306781304,0.0,block_high_n,tail_rank_failure,2,repair,optimistic,8
16,random,1.7881510613277942,0.7360426081577316,0.2628266788087785,0.9797247608657926,0.7422004183133444,-0.05000000000000002,0.9874892746116087,0.7168980820570141,0.5758561837928337,0.21524857621019083,block_high_n,tail_rank_failure,2,repair,optimistic,8
32,random,2.0182962588772653,0.6164027787744999,0.22916158944523582,1.0210286537961413,0.740584336966276,0.08888162880784034,0.983454004938813,0.7918670643509055,0.39588708662816224,0.24891366557373354,block_high_n,tail_rank_failure,2,repair,optimistic,8
